ID,Purchasing_Document_Number,Item_Number_of_Purchasing_Document,Is_the_order_deleted,Purchasing_Document_Item _Date,Material_Number,Net_Price_in_Purchasing_Document_(in Document Currency),Account_Assignment_Category,Created_On,Flag_Material_for_Deletion_at_Client_Level,Base_Unit_of_Measure,Net_Weight
6000037854_30,6000037854,30,,2023-12-07,7026680,5000,Vendor,2007-12-18,,KG,25.0
4220040213_10,4220040213,10,,2023-12-07,,23405000,Partnership,,,,
4500174553_10,4500174553,10,,2023-12-07,,10000,Partnership,,,,
5500008045_30,5500008045,30,,2023-12-07,31020014,10000,Vendor,2019-01-07,,KG,5.0
4500174602_40,4500174602,40,,2023-12-07,,10000,Partnership,,,,
4500174602_50,4500174602,50,,2023-12-07,,10000,Partnership,,,,
4500174563_30,4500174563,30,,2023-12-07,55053501,10000,Vendor,2020-02-26,,KG,15.0
4500174605_1,4500174605,1,,2023-12-07,,10000,Partnership,,,,
4300013280_10,4300013280,10,,2023-12-07,9000040,10000,Partnership,2010-10-02,,UN,0.0
4210142308_10,4210142308,10,,2023-12-07,,395000,Partnership,,,,
4500174566_10,4500174566,10,,2023-12-07,,10000,Partnership,,,,
4210142257_10,4210142257,10,,2023-12-07,7031502,10000,Vendor,2009-08-28,,UN,0.0
4210142258_50,4210142258,50,,2023-12-07,7045367,10000,Vendor,2017-07-06,,UN,0.0
4210142258_30,4210142258,30,,2023-12-07,7029884,10000,Vendor,2008-06-19,,UN,0.0
4210142258_20,4210142258,20,,2023-12-07,7020510,10000,Vendor,2007-07-19,,UN,0.0
4210142258_10,4210142258,10,,2023-12-07,7020288,10000,Vendor,2007-04-24,,UN,0.0
4210142258_40,4210142258,40,,2023-12-07,7036670,10000,Vendor,2012-08-16,,UN,0.0
4210142258_60,4210142258,60,,2023-12-07,7045368,10000,Vendor,2017-07-06,,UN,0.0
4500160190_20,4500160190,20,,2023-12-07,,10000,Partnership,,,,
4210142271_30,4210142271,30,,2023-12-07,7046653,10000,Vendor,2018-05-15,,UN,0.0
4210142271_10,4210142271,10,,2023-12-07,7046650,10000,Vendor,2018-05-15,,UN,0.0
4210142300_20,4210142300,20,,2023-12-07,,10000,Partnership,,,,
4210142300_10,4210142300,10,,2023-12-07,,10000,Partnership,,,,
4500174520_20,4500174520,20,,2023-12-07,,10000,Partnership,,,,
4500174602_30,4500174602,30,,2023-12-07,,10000,Partnership,,,,
4210142311_10,4210142311,10,,2023-12-07,,5130,Partnership,,,,
4500174602_60,4500174602,60,,2023-12-07,,10000,Partnership,,,,
4210142311_20,4210142311,20,,2023-12-07,,5130,Partnership,,,,
4210142271_20,4210142271,20,,2023-12-07,7051680,10000,Vendor,2021-07-02,,UN,0.0
4800002781_10,4800002781,10,,2023-12-07,56606001,10000,Vendor,2003-10-14,,KG,10.0
4210142257_20,4210142257,20,,2023-12-07,7032020,10000,Vendor,2010-01-11,,UN,0.0
4500160190_30,4500160190,30,,2023-12-07,,10000,Partnership,,,,
4210142314_10,4210142314,10,,2023-12-07,,521360,Partnership,,,,
4300013279_10,4300013279,10,,2023-12-07,9000040,10000,Partnership,2010-10-02,,UN,0.0
4220040210_10,4220040210,10,,2023-12-07,,135000,Partnership,,,,
4500174604_1,4500174604,1,,2023-12-07,,10000,Partnership,,,,
4800002782_10,4800002782,10,,2023-12-07,56606001,10000,Vendor,2003-10-14,,KG,10.0
4210142280_20,4210142280,20,,2023-12-07,7035648,10000,Vendor,2012-04-13,,UN,0.0
4210142280_10,4210142280,10,,2023-12-07,7035646,10000,Vendor,2012-04-13,,UN,0.0
4300013281_10,4300013281,10,,2023-12-07,9000040,10000,Partnership,2010-10-02,,UN,0.0
4210142303_20,4210142303,20,,2023-12-07,7031342,10000,Vendor,2009-07-20,,UN,0.0
4210142281_10,4210142281,10,,2023-12-07,,239000,Partnership,,,,
4500174550_10,4500174550,10,,2023-12-07,8026587,10000,Vendor,2015-10-11,,UN,0.0
4500174602_70,4500174602,70,,2023-12-07,,10000,Partnership,,,,
4500174526_20,4500174526,20,,2023-12-07,8022274,10000,Vendor,2013-07-25,,L,0.0
4210142320_10,4210142320,10,,2023-12-07,,10000,Partnership,,,,
4210142307_10,4210142307,10,,2023-12-07,,5130,Partnership,,,,
4210142303_10,4210142303,10,,2023-12-07,7031341,10000,Vendor,2009-07-20,,KG,20.0
4210142359_10,4210142359,10,,2023-12-08,7030715,10000,Vendor,2009-03-03,,UN,0.0
4210142359_50,4210142359,50,,2023-12-08,,10000,Partnership,,,,
4500174636_20,4500174636,20,,2023-12-08,,10000,Partnership,,,,
4210142354_10,4210142354,10,,2023-12-08,,1012500,Partnership,,,,
6000037857_10,6000037857,10,,2023-12-08,7039693,5000,Vendor,2013-11-18,,UN,0.0
4210142286_10,4210142286,10,,2023-12-08,,10000,Partnership,,,,
4500173948_10,4500173948,10,,2023-12-08,55067708,10000,Vendor,2021-02-23,,KG,10.0
4210142233_40,4210142233,40,,2023-12-08,7002202,10000,Vendor,2005-12-03,,UN,0.0
4210142359_70,4210142359,70,,2023-12-08,7007546,10000,Vendor,2005-12-03,,UN,0.0
4210142237_160,4210142237,160,,2023-12-08,7010652,10000,Vendor,2005-12-03,,UN,0.0
4210142359_20,4210142359,20,,2023-12-08,7048036,10000,Vendor,2018-08-31,,UN,0.0
4210142237_110,4210142237,110,,2023-12-08,7010760,10000,Vendor,2005-12-03,,UN,0.0
4210142237_50,4210142237,50,,2023-12-08,7010648,10000,Vendor,2005-12-03,,UN,0.0
4210142237_30,4210142237,30,,2023-12-08,7010637,10000,Vendor,2005-12-03,,UN,0.0
4210141532_70,4210141532,70,,2023-12-08,7006972,10000,Vendor,2005-12-03,,M,0.0
4210142237_200,4210142237,200,,2023-12-08,7010708,10000,Vendor,2005-12-03,,UN,0.0
4210142237_190,4210142237,190,,2023-12-08,7010703,10000,Vendor,2005-12-03,,UN,0.0
4210141801_10,4210141801,10,,2023-12-08,7000750,7340,Vendor,2005-12-03,,UN,0.0
4210141801_30,4210141801,30,,2023-12-08,7003577,10000,Vendor,2005-12-03,,UN,0.0
4210141801_60,4210141801,60,,2023-12-08,7004203,10000,Vendor,2005-12-03,,UN,0.0
4210141801_40,4210141801,40,,2023-12-08,7003954,10000,Vendor,2005-12-03,,UN,0.0
4210141801_50,4210141801,50,,2023-12-08,7004202,10000,Vendor,2005-12-03,,UN,0.0
4210141801_70,4210141801,70,,2023-12-08,7037891,10000,Vendor,2012-12-21,,UN,0.0
4210142359_30,4210142359,30,,2023-12-08,7031822,10000,Vendor,2009-11-03,,UN,0.0
4210141801_20,4210141801,20,,2023-12-08,7042355,10000,Vendor,2015-08-10,,UN,0.0
4500174678_1,4500174678,1,,2023-12-08,,72730,Partnership,,,,
4500174668_1,4500174668,1,,2023-12-08,,39710,Partnership,,,,
4210142333_10,4210142333,10,,2023-12-08,,5130,Partnership,,,,
4210142237_170,4210142237,170,,2023-12-08,7010649,10000,Vendor,2005-12-03,,UN,0.0
4210142237_80,4210142237,80,,2023-12-08,7002514,10000,Vendor,2005-12-03,,M,0.0
4210142237_70,4210142237,70,,2023-12-08,7002449,10000,Vendor,2005-12-03,,M2,0.0
4210142237_40,4210142237,40,,2023-12-08,7002452,10000,Vendor,2005-12-03,,M2,0.0
4210142237_90,4210142237,90,,2023-12-08,7010829,10000,Vendor,2005-12-03,,M,0.0
4210142237_100,4210142237,100,,2023-12-08,7010834,10000,Vendor,2005-12-03,,M,0.0
4210142359_40,4210142359,40,,2023-12-08,7001930,10000,Vendor,2005-12-03,,UN,0.0
4210142359_120,4210142359,120,,2023-12-08,7041451,10000,Vendor,2015-01-21,,UN,0.0
4210142359_60,4210142359,60,,2023-12-08,7046351,10000,Vendor,2018-02-02,,UN,0.0
4500174681_1,4500174681,1,,2023-12-08,,60120,Partnership,,,,
4210142332_10,4210142332,10,,2023-12-08,,5130,Partnership,,,,
4220040216_10,4220040216,10,,2023-12-08,,738330,Partnership,,,,
45006082_10,45006082,10,,2023-12-08,100006,10000,Vendor,2019-04-19,,KG,15.0
4230002746_80,4230002746,80,,2023-12-08,,5130,Partnership,,,,
4210142355_10,4210142355,10,,2023-12-08,,10000,Partnership,,,,
4210142293_20,4210142293,20,,2023-12-08,,74885000,Partnership,,,,
4210142293_10,4210142293,10,,2023-12-08,,74885000,Partnership,,,,
4500174614_10,4500174614,10,,2023-12-08,55065401,10000,Vendor,2021-02-23,,KG,10.0
4500174614_20,4500174614,20,,2023-12-08,55066901,10000,Vendor,2020-10-29,,KG,10.0
4500174617_10,4500174617,10,,2023-12-08,56590158,10000,Vendor,2014-10-07,,KG,5.0
4500174665_10,4500174665,10,,2023-12-08,55062302,10000,Vendor,2020-10-29,,KG,20.0
4500174654_20,4500174654,20,,2023-12-08,8020848,10000,Vendor,2013-02-28,,UN,0.0
4230002746_70,4230002746,70,,2023-12-08,,5130,Partnership,,,,
4500174654_40,4500174654,40,,2023-12-08,8020850,10000,Vendor,2013-02-28,,UN,0.0
4500174654_30,4500174654,30,,2023-12-08,8029158,10000,Vendor,2019-06-28,,UN,0.0
4210142330_10,4210142330,10,,2023-12-08,,5130,Partnership,,,,
4210142328_10,4210142328,10,,2023-12-08,,5130,Partnership,,,,
4210142358_20,4210142358,20,,2023-12-08,,776420,Partnership,,,,
4210142358_10,4210142358,10,,2023-12-08,,5147800,Partnership,,,,
6000037856_10,6000037856,10,,2023-12-08,7010700,5000,Vendor,2005-12-03,,UN,0.0
6000037856_30,6000037856,30,,2023-12-08,7010705,5000,Vendor,2005-12-03,,UN,0.0
6000037856_20,6000037856,20,,2023-12-08,7010709,5000,Vendor,2005-12-03,,UN,0.0
6000037856_40,6000037856,40,,2023-12-08,7002362,5000,Vendor,2005-12-03,,M,0.0
4500174654_10,4500174654,10,,2023-12-08,8020849,10000,Vendor,2013-02-28,,UN,0.0
4500174629_20,4500174629,20,,2023-12-08,8030960,10000,Vendor,2021-09-22,,UN,0.0
4220040219_10,4220040219,10,,2023-12-08,,290350,Partnership,,,,
4210142353_10,4210142353,10,,2023-12-08,7012358,242640,Vendor,2005-12-03,,UN,0.0
4500174663_10,4500174663,10,,2023-12-08,35090103,10000,Vendor,2019-07-03,,KG,5.0
4210142336_20,4210142336,20,,2023-12-08,7005759,41400,Vendor,2005-12-03,,UN,0.0
4210142336_10,4210142336,10,,2023-12-08,7002794,29180,Vendor,2005-12-03,,UN,0.0
4210142325_10,4210142325,10,,2023-12-08,7039937,10000,Vendor,2014-01-27,,UN,0.0
4210131829_10,4210131829,10,,2023-12-08,,1825000,Partnership,,,,
4230002715_10,4230002715,10,,2023-12-08,,10000,Partnership,,,,
4230002722_20,4230002722,20,,2023-12-08,,7602200,Partnership,,,,
4230002722_10,4230002722,10,,2023-12-08,,2542990,Partnership,,,,
4210133428_10,4210133428,10,,2023-12-08,,5130,Partnership,,,,
4220038513_30,4220038513,30,,2023-12-08,,5130,Partnership,,,,
4210133428_20,4210133428,20,,2023-12-08,,5130,Partnership,,,,
4210133436_10,4210133436,10,,2023-12-08,,5130,Partnership,,,,
4210133436_30,4210133436,30,,2023-12-08,,5130,Partnership,,,,
4210142347_10,4210142347,10,,2023-12-08,,10000,Partnership,,,,
4210142231_40,4210142231,40,,2023-12-08,7005345,53100,Vendor,2005-12-03,,UN,0.0
4500174664_10,4500174664,10,,2023-12-08,35090103,10000,Partnership,2019-07-03,,KG,5.0
4210142218_20,4210142218,20,,2023-12-08,,5130,Partnership,,,,
4210142218_10,4210142218,10,,2023-12-08,,5130,Partnership,,,,
4500174647_10,4500174647,10,,2023-12-08,58200531,10000,Partnership,2023-07-12,,KG,25.0
4500173899_10,4500173899,10,,2023-12-08,58200531,10000,Vendor,2023-07-12,,KG,25.0
4210133436_20,4210133436,20,,2023-12-08,,5130,Partnership,,,,
4500174629_10,4500174629,10,,2023-12-08,,10000,Partnership,,,,
4500163019_10,4500163019,10,,2023-12-08,,5130,Partnership,,,,
4500174624_10,4500174624,10,,2023-12-08,8029476,10000,Vendor,2019-12-12,,UN,0.0
4500174626_10,4500174626,10,,2023-12-08,,10000,Partnership,,,,
4500170494_20,4500170494,20,,2023-12-08,33380549,6300,Vendor,2003-11-14,,KG,25.0
45005919_10,45005919,10,,2023-12-08,100149,10000,Vendor,2019-04-19,,KG,10.0
45006048_10,45006048,10,,2023-12-08,100003,52450,Vendor,2019-04-19,,KG,10.0
4210142327_150,4210142327,150,,2023-12-08,7046014,5000,Vendor,2017-11-22,,UN,0.0
4210142327_140,4210142327,140,,2023-12-08,7045880,5000,Vendor,2017-10-31,,UN,0.0
4210142327_110,4210142327,110,,2023-12-08,7046015,5000,Vendor,2017-11-22,,UN,0.0
4210142327_100,4210142327,100,,2023-12-08,7036643,5000,Vendor,2012-08-14,,UN,0.0
4210142351_10,4210142351,10,,2023-12-08,,10000,Partnership,,,,
4500174626_20,4500174626,20,,2023-12-08,,10000,Partnership,,,,
4210142327_90,4210142327,90,,2023-12-08,7054412,5000,Vendor,2023-10-16,,UN,0.0
4210142327_70,4210142327,70,,2023-12-08,7045879,5000,Vendor,2017-10-31,,UN,0.0
4210142327_60,4210142327,60,,2023-12-08,7045878,5000,Vendor,2017-10-31,,UN,0.0
4210142327_50,4210142327,50,,2023-12-08,7045877,5000,Vendor,2017-10-31,,UN,0.0
4210142327_40,4210142327,40,,2023-12-08,7045876,5000,Vendor,2017-10-31,,UN,0.0
4210142327_20,4210142327,20,,2023-12-08,7054332,5000,Vendor,2023-09-07,,UN,0.0
4210142327_10,4210142327,10,,2023-12-08,7045879,5000,Vendor,2017-10-31,,UN,0.0
4210142327_130,4210142327,130,,2023-12-08,7054314,5000,Vendor,2023-09-05,,KG,15.0
4210142327_120,4210142327,120,,2023-12-08,7054313,5000,Vendor,2023-09-05,,KG,5.0
4210142327_30,4210142327,30,,2023-12-08,7043630,5000,Vendor,2016-04-09,,L,0.0
4210142327_80,4210142327,80,,2023-12-08,7048828,5000,Vendor,2019-05-28,,UN,0.0
4500173089_10,4500173089,10,,2023-12-08,33350501,10000,Partnership,1998-10-17,,KG,20.0
4500173642_10,4500173642,10,,2023-12-08,33350501,10000,Vendor,1998-10-17,,KG,20.0
4500174655_10,4500174655,10,,2023-12-08,,10000,Partnership,,,,
4500174652_10,4500174652,10,,2023-12-08,,10000,Partnership,,,,
4500174623_10,4500174623,10,,2023-12-08,8020303,10000,Vendor,2013-02-21,,UN,0.0
4500174639_10,4500174639,10,,2023-12-08,8020612,10000,Vendor,2013-02-21,,UN,0.0
4500174638_10,4500174638,10,,2023-12-08,8023139,10000,Vendor,2013-12-25,,UN,0.0
4500174648_10,4500174648,10,,2023-12-08,8033015,10000,Vendor,2022-06-27,,UN,0.0
4500174630_10,4500174630,10,,2023-12-08,8040388,10000,Vendor,2023-07-07,,UN,0.0
4210142352_50,4210142352,50,,2023-12-08,,10000,Partnership,,,,
4210142352_10,4210142352,10,,2023-12-08,,10000,Partnership,,,,
4210142352_20,4210142352,20,,2023-12-08,,10000,Partnership,,,,
4210142352_30,4210142352,30,,2023-12-08,,10000,Partnership,,,,
4210142352_40,4210142352,40,,2023-12-08,,10000,Partnership,,,,
4210142352_70,4210142352,70,,2023-12-08,,10000,Partnership,,,,
4210142352_60,4210142352,60,,2023-12-08,,10000,Partnership,,,,
4500174552_20,4500174552,20,,2023-12-08,8024311,10000,Vendor,2014-05-12,,UN,0.0
4210141883_10,4210141883,10,,2023-12-08,7037201,10000,Vendor,2012-09-19,,UN,0.0
4210141684_10,4210141684,10,,2023-12-08,7049332,10000,Vendor,2019-10-23,,UN,0.0
4220039743_30,4220039743,30,,2023-12-08,,785000,Partnership,,,,
4220040216_30,4220040216,30,,2023-12-08,,180500,Partnership,,,,
4220040216_40,4220040216,40,,2023-12-08,,593380,Partnership,,,,
4220040216_50,4220040216,50,,2023-12-08,,180500,Partnership,,,,
4220040216_20,4220040216,20,,2023-12-08,,543330,Partnership,,,,
4500174497_10,4500174497,10,,2023-12-08,55071801,10000,Vendor,2021-02-23,,KG,20.0
4210142334_20,4210142334,20,,2023-12-08,7046029,10000,Vendor,2017-11-27,,UN,0.0
4210142326_10,4210142326,10,,2023-12-08,7053521,9030,Vendor,2022-12-12,,UN,0.0
4500174657_10,4500174657,10,,2023-12-08,,10000,Partnership,,,,
4500174667_1,4500174667,1,,2023-12-08,,10000,Partnership,,,,
4500174675_1,4500174675,1,,2023-12-08,,83000,Partnership,,,,
4500174650_10,4500174650,10,,2023-12-08,,13005000,Partnership,,,,
4500174657_30,4500174657,30,,2023-12-08,,10000,Partnership,,,,
4500174680_1,4500174680,1,,2023-12-08,,83000,Partnership,,,,
4500174649_80,4500174649,80,,2023-12-08,,10000,Partnership,,,,
4500174649_50,4500174649,50,,2023-12-08,,10000,Partnership,,,,
4210142350_10,4210142350,10,,2023-12-08,,10000,Partnership,,,,
4500174649_100,4500174649,100,,2023-12-08,,10000,Partnership,,,,
4500174657_40,4500174657,40,,2023-12-08,,10000,Partnership,,,,
4500174649_30,4500174649,30,,2023-12-08,,10000,Partnership,,,,
4500174649_10,4500174649,10,,2023-12-08,,10000,Partnership,,,,
4500174649_70,4500174649,70,,2023-12-08,,10000,Partnership,,,,
4500174653_20,4500174653,20,,2023-12-08,,10000,Partnership,,,,
4210142338_10,4210142338,10,,2023-12-08,,10000,Partnership,,,,
4210142362_10,4210142362,10,,2023-12-08,7007905,535010,Vendor,2005-12-03,,UN,0.0
4210142339_10,4210142339,10,,2023-12-08,7005302,400460,Vendor,2005-12-03,,UN,0.0
4500174649_90,4500174649,90,,2023-12-08,,10000,Partnership,,,,
4210142345_10,4210142345,10,,2023-12-08,,10000,Partnership,,,,
4210142349_10,4210142349,10,,2023-12-08,,10000,Partnership,,,,
4500174669_1,4500174669,1,,2023-12-08,,263570,Partnership,,,,
4500174656_10,4500174656,10,,2023-12-08,,2052500,Partnership,,,,
4500174670_1,4500174670,1,,2023-12-08,,102240,Partnership,,,,
4500174671_1,4500174671,1,,2023-12-08,,64930,Partnership,,,,
4500174642_20,4500174642,20,,2023-12-08,,10000,Partnership,,,,
4210142348_10,4210142348,10,,2023-12-08,,10000,Partnership,,,,
4220040220_10,4220040220,10,,2023-12-08,,10000,Partnership,,,,
4500174625_10,4500174625,10,,2023-12-08,,10000,Partnership,,,,
4500174657_20,4500174657,20,,2023-12-08,,10000,Partnership,,,,
4500174642_40,4500174642,40,,2023-12-08,,10000,Partnership,,,,
4500174642_30,4500174642,30,,2023-12-08,,10000,Partnership,,,,
4500174662_10,4500174662,10,,2023-12-08,8041622,5000,Vendor,2023-12-08,,UN,0.0
4220036666_40,4220036666,40,,2023-12-08,,10000,Partnership,,,,
4500174646_10,4500174646,10,,2023-12-08,8016486,5000,Vendor,2013-02-20,,UN,0.0
4210142363_10,4210142363,10,,2023-12-08,,10000,Partnership,,,,
4210142335_10,4210142335,10,,2023-12-08,,1110000,Partnership,,,,
4500174666_1,4500174666,1,,2023-12-08,,10000,Partnership,,,,
4500174649_60,4500174649,60,,2023-12-08,,10000,Partnership,,,,
4500174653_10,4500174653,10,,2023-12-08,,10000,Partnership,,,,
4500174649_40,4500174649,40,,2023-12-08,,10000,Partnership,,,,
4500174673_1,4500174673,1,,2023-12-08,,10000,Partnership,,,,
4210142339_20,4210142339,20,,2023-12-08,7032131,382910,Vendor,2010-02-11,,UN,0.0
4210142341_20,4210142341,20,,2023-12-08,7002786,10000,Vendor,2005-12-03,,UN,0.0
4210142341_10,4210142341,10,,2023-12-08,7002313,10000,Vendor,2005-12-03,,M2,0.0
4500174677_1,4500174677,1,,2023-12-08,,150340,Partnership,,,,
4500174658_10,4500174658,10,,2023-12-08,55053501,10000,Vendor,2020-02-26,,KG,15.0
4500174641_10,4500174641,10,,2023-12-08,,10000,Partnership,,,,
4500174658_20,4500174658,20,,2023-12-08,55041901,10000,Vendor,2019-07-15,,KG,25.0
4500174641_30,4500174641,30,,2023-12-08,,10000,Partnership,,,,
4500174641_20,4500174641,20,,2023-12-08,,10000,Partnership,,,,
4210142209_10,4210142209,10,,2023-12-08,,10000,Partnership,,,,
4210142323_10,4210142323,10,,2023-12-08,7000955,10000,Vendor,2005-12-03,,UN,0.0
4210142323_20,4210142323,20,,2023-12-08,7001732,10000,Vendor,2005-12-03,,UN,0.0
4210142324_20,4210142324,20,,2023-12-08,7040872,5000,Vendor,2014-10-01,,UN,0.0
4210142324_10,4210142324,10,,2023-12-08,7010464,5000,Vendor,2005-12-03,,UN,0.0
4400010316_10,4400010316,10,,2023-12-08,31020014,10000,Vendor,2019-01-07,,KG,5.0
4210142361_20,4210142361,20,,2023-12-08,,112900,Partnership,,,,
4210142361_10,4210142361,10,,2023-12-08,,112900,Partnership,,,,
4500174676_1,4500174676,1,,2023-12-08,,198310,Partnership,,,,
4300013284_10,4300013284,10,,2023-12-08,9000087,10000,Partnership,2010-10-02,,UN,0.0
4220040215_10,4220040215,10,,2023-12-08,,10000,Partnership,,,,
4210142338_20,4210142338,20,,2023-12-08,,10000,Partnership,,,,
4210142344_10,4210142344,10,,2023-12-08,,5130,Partnership,,,,
4500174649_20,4500174649,20,,2023-12-08,,10000,Partnership,,,,
4210142362_20,4210142362,20,,2023-12-08,7007847,10000,Vendor,2005-12-03,,UN,0.0
4500174679_1,4500174679,1,,2023-12-08,,91970,Partnership,,,,
4220040209_20,4220040209,20,,2023-12-08,,10056600,Partnership,,,,
4220040209_10,4220040209,10,,2023-12-08,,2930000,Partnership,,,,
4220040218_10,4220040218,10,,2023-12-08,,252650,Partnership,,,,
4220040217_10,4220040217,10,,2023-12-08,,10000,Partnership,,,,
4500174657_50,4500174657,50,,2023-12-08,,10000,Partnership,,,,
4500174674_1,4500174674,1,,2023-12-08,,187000,Partnership,,,,
4500174651_10,4500174651,10,,2023-12-08,,10000,Partnership,,,,
4220040214_10,4220040214,10,,2023-12-08,,395000,Partnership,,,,
4210142331_10,4210142331,10,,2023-12-08,,5130,Partnership,,,,
4500174642_10,4500174642,10,,2023-12-08,,10000,Partnership,,,,
4300013283_10,4300013283,10,,2023-12-08,9000087,1048120,Partnership,2010-10-02,,UN,0.0
4210142334_30,4210142334,30,,2023-12-08,7040339,10000,Vendor,2014-05-19,,UN,0.0
4500174695_20,4500174695,20,,2023-12-09,,10000,Partnership,,,,
4500174696_10,4500174696,10,,2023-12-09,,10000,Partnership,,,,
4500174696_20,4500174696,20,,2023-12-09,,10000,Partnership,,,,
4500174696_30,4500174696,30,,2023-12-09,,10000,Partnership,,,,
4500174696_40,4500174696,40,,2023-12-09,,10000,Partnership,,,,
4500174689_100,4500174689,100,,2023-12-09,,10000,Partnership,,,,
4500174686_1,4500174686,1,,2023-12-09,,66750,Partnership,,,,
4500174695_10,4500174695,10,,2023-12-09,,10000,Partnership,,,,
4500174695_30,4500174695,30,,2023-12-09,,10000,Partnership,,,,
4500174683_1,4500174683,1,,2023-12-09,,117060,Partnership,,,,
4500174689_150,4500174689,150,,2023-12-09,,10000,Partnership,,,,
4500174689_10,4500174689,10,,2023-12-09,,10000,Partnership,,,,
4500174689_210,4500174689,210,,2023-12-09,,10000,Partnership,,,,
4500174689_160,4500174689,160,,2023-12-09,,10000,Partnership,,,,
4500174689_110,4500174689,110,,2023-12-09,,10000,Partnership,,,,
4500174689_90,4500174689,90,,2023-12-09,,10000,Partnership,,,,
4500174689_260,4500174689,260,,2023-12-09,,10000,Partnership,,,,
4500174689_250,4500174689,250,,2023-12-09,,10000,Partnership,,,,
4500174689_240,4500174689,240,,2023-12-09,,10000,Partnership,,,,
4500174689_230,4500174689,230,,2023-12-09,,10000,Partnership,,,,
4500174689_220,4500174689,220,,2023-12-09,,10000,Partnership,,,,
4500174689_140,4500174689,140,,2023-12-09,,10000,Partnership,,,,
4500174689_130,4500174689,130,,2023-12-09,,10000,Partnership,,,,
4500174689_120,4500174689,120,,2023-12-09,,10000,Partnership,,,,
4500174689_200,4500174689,200,,2023-12-09,,10000,Partnership,,,,
